Delivery_ID,Order_ID,Courier_Partner,Delivery_Days,Delivery_Status
29740,ORD129740,Delhivery,6,Delivered
29741,ORD129741,Blue Dart,7,Delivered
29742,ORD129742,DTDC,2,Delivered
29743,ORD129743,Ekart,3,Delivered
29744,ORD129744,XpressBees,4,In Transit
29745,ORD129745,Delhivery,5,Delivered
29746,ORD129746,Blue Dart,6,Delivered
29747,ORD129747,DTDC,7,Delivered
29748,ORD129748,Ekart,2,Delivered
29749,ORD129749,XpressBees,3,In Transit
29750,ORD129750,Delhivery,4,Delivered
29751,ORD129751,Blue Dart,5,Delivered
29752,ORD129752,DTDC,6,Delivered
29753,ORD129753,Ekart,7,Delivered
29754,ORD129754,XpressBees,2,In Transit
29755,ORD129755,Delhivery,3,Delivered
29756,ORD129756,Blue Dart,4,Delivered
29757,ORD129757,DTDC,5,Delivered
29758,ORD129758,Ekart,6,Delivered
29759,ORD129759,XpressBees,7,In Transit
29760,ORD129760,Delhivery,2,Delivered
29761,ORD129761,Blue Dart,3,Delivered
29762,ORD129762,DTDC,4,Delivered
29763,ORD129763,Ekart,5,Delivered
29764,ORD129764,XpressBees,6,In Transit
29765,ORD129765,Delhivery,7,Delivered
29766,ORD129766,Blue Dart,2,Delivered
29767,ORD129767,DTDC,3,Delivered
29768,ORD129768,Ekart,4,Delivered
29769,ORD129769,XpressBees,5,In Transit
29770,ORD129770,Delhivery,6,Delivered
29771,ORD129771,Blue Dart,7,Delivered
29772,ORD129772,DTDC,2,Delivered
29773,ORD129773,Ekart,3,Delivered
29774,ORD129774,XpressBees,4,In Transit
29775,ORD129775,Delhivery,5,Delivered
29776,ORD129776,Blue Dart,6,Delivered
29777,ORD129777,DTDC,7,Delivered
29778,ORD129778,Ekart,2,Delivered
29779,ORD129779,XpressBees,3,In Transit
29780,ORD129780,Delhivery,4,Delivered
29781,ORD129781,Blue Dart,5,Delivered
29782,ORD129782,DTDC,6,Delivered
29783,ORD129783,Ekart,7,Delivered
29784,ORD129784,XpressBees,2,In Transit
29785,ORD129785,Delhivery,3,Delivered
29786,ORD129786,Blue Dart,4,Delivered
29787,ORD129787,DTDC,5,Delivered
29788,ORD129788,Ekart,6,Delivered
29789,ORD129789,XpressBees,7,In Transit
29790,ORD129790,Delhivery,2,Delivered
29791,ORD129791,Blue Dart,3,Delivered
29792,ORD129792,DTDC,4,Delivered
29793,ORD129793,Ekart,5,Delivered
29794,ORD129794,XpressBees,6,In Transit
29795,ORD129795,Delhivery,7,Delivered
29796,ORD129796,Blue Dart,2,Delivered
29797,ORD129797,DTDC,3,Delivered
29798,ORD129798,Ekart,4,Delivered
29799,ORD129799,XpressBees,5,In Transit
29800,ORD129800,Delhivery,6,Delivered
29801,ORD129801,Blue Dart,7,Delivered
29802,ORD129802,DTDC,2,Delivered
29803,ORD129803,Ekart,3,Delivered
29804,ORD129804,XpressBees,4,In Transit
29805,ORD129805,Delhivery,5,Delivered
29806,ORD129806,Blue Dart,6,Delivered
29807,ORD129807,DTDC,7,Delivered
29808,ORD129808,Ekart,2,Delivered
29809,ORD129809,XpressBees,3,In Transit
29810,ORD129810,Delhivery,4,Delivered
29811,ORD129811,Blue Dart,5,Delivered
29812,ORD129812,DTDC,6,Delivered
29813,ORD129813,Ekart,7,Delivered
29814,ORD129814,XpressBees,2,In Transit
29815,ORD129815,Delhivery,3,Delivered
29816,ORD129816,Blue Dart,4,Delivered
29817,ORD129817,DTDC,5,Delivered
29818,ORD129818,Ekart,6,Delivered
29819,ORD129819,XpressBees,7,In Transit
29820,ORD129820,Delhivery,2,Delivered
29821,ORD129821,Blue Dart,3,Delivered
29822,ORD129822,DTDC,4,Delivered
29823,ORD129823,Ekart,5,Delivered
29824,ORD129824,XpressBees,6,In Transit
29825,ORD129825,Delhivery,7,Delivered
29826,ORD129826,Blue Dart,2,Delivered
29827,ORD129827,DTDC,3,Delivered
29828,ORD129828,Ekart,4,Delivered
29829,ORD129829,XpressBees,5,In Transit
29830,ORD129830,Delhivery,6,Delivered
29831,ORD129831,Blue Dart,7,Delivered
29832,ORD129832,DTDC,2,Delivered
29833,ORD129833,Ekart,3,Delivered
29834,ORD129834,XpressBees,4,In Transit
29835,ORD129835,Delhivery,5,Delivered
29836,ORD129836,Blue Dart,6,Delivered
29837,ORD129837,DTDC,7,Delivered
29838,ORD129838,Ekart,2,Delivered
29839,ORD129839,XpressBees,3,In Transit
29840,ORD129840,Delhivery,4,Delivered
29841,ORD129841,Blue Dart,5,Delivered
29842,ORD129842,DTDC,6,Delivered
29843,ORD129843,Ekart,7,Delivered
29844,ORD129844,XpressBees,2,In Transit
29845,ORD129845,Delhivery,3,Delivered
29846,ORD129846,Blue Dart,4,Delivered
29847,ORD129847,DTDC,5,Delivered
29848,ORD129848,Ekart,6,Delivered
29849,ORD129849,XpressBees,7,In Transit
29850,ORD129850,Delhivery,2,Delivered
29851,ORD129851,Blue Dart,3,Delivered
29852,ORD129852,DTDC,4,Delivered
29853,ORD129853,Ekart,5,Delivered
29854,ORD129854,XpressBees,6,In Transit
29855,ORD129855,Delhivery,7,Delivered
29856,ORD129856,Blue Dart,2,Delivered
29857,ORD129857,DTDC,3,Delivered
29858,ORD129858,Ekart,4,Delivered
29859,ORD129859,XpressBees,5,In Transit
29860,ORD129860,Delhivery,6,Delivered
29861,ORD129861,Blue Dart,7,Delivered
29862,ORD129862,DTDC,2,Delivered
29863,ORD129863,Ekart,3,Delivered
29864,ORD129864,XpressBees,4,In Transit
29865,ORD129865,Delhivery,5,Delivered
29866,ORD129866,Blue Dart,6,Delivered
29867,ORD129867,DTDC,7,Delivered
29868,ORD129868,Ekart,2,Delivered
29869,ORD129869,XpressBees,3,In Transit
29870,ORD129870,Delhivery,4,Delivered
29871,ORD129871,Blue Dart,5,Delivered
29872,ORD129872,DTDC,6,Delivered
29873,ORD129873,Ekart,7,Delivered
29874,ORD129874,XpressBees,2,In Transit
29875,ORD129875,Delhivery,3,Delivered
29876,ORD129876,Blue Dart,4,Delivered
29877,ORD129877,DTDC,5,Delivered
29878,ORD129878,Ekart,6,Delivered
29879,ORD129879,XpressBees,7,In Transit
29880,ORD129880,Delhivery,2,Delivered
29881,ORD129881,Blue Dart,3,Delivered
29882,ORD129882,DTDC,4,Delivered
29883,ORD129883,Ekart,5,Delivered
29884,ORD129884,XpressBees,6,In Transit
29885,ORD129885,Delhivery,7,Delivered
29886,ORD129886,Blue Dart,2,Delivered
29887,ORD129887,DTDC,3,Delivered
29888,ORD129888,Ekart,4,Delivered
29889,ORD129889,XpressBees,5,In Transit
29890,ORD129890,Delhivery,6,Delivered
29891,ORD129891,Blue Dart,7,Delivered
29892,ORD129892,DTDC,2,Delivered
29893,ORD129893,Ekart,3,Delivered
29894,ORD129894,XpressBees,4,In Transit
29895,ORD129895,Delhivery,5,Delivered
29896,ORD129896,Blue Dart,6,Delivered
29897,ORD129897,DTDC,7,Delivered
29898,ORD129898,Ekart,2,Delivered
29899,ORD129899,XpressBees,3,In Transit
29900,ORD129900,Delhivery,4,Delivered
29901,ORD129901,Blue Dart,5,Delivered
29902,ORD129902,DTDC,6,Delivered
29903,ORD129903,Ekart,7,Delivered
29904,ORD129904,XpressBees,2,In Transit
29905,ORD129905,Delhivery,3,Delivered
29906,ORD129906,Blue Dart,4,Delivered
29907,ORD129907,DTDC,5,Delivered
29908,ORD129908,Ekart,6,Delivered
29909,ORD129909,XpressBees,7,In Transit
29910,ORD129910,Delhivery,2,Delivered
29911,ORD129911,Blue Dart,3,Delivered
29912,ORD129912,DTDC,4,Delivered
29913,ORD129913,Ekart,5,Delivered
29914,ORD129914,XpressBees,6,In Transit
29915,ORD129915,Delhivery,7,Delivered
29916,ORD129916,Blue Dart,2,Delivered
29917,ORD129917,DTDC,3,Delivered
29918,ORD129918,Ekart,4,Delivered
29919,ORD129919,XpressBees,5,In Transit
29920,ORD129920,Delhivery,6,Delivered
29921,ORD129921,Blue Dart,7,Delivered
29922,ORD129922,DTDC,2,Delivered
29923,ORD129923,Ekart,3,Delivered
29924,ORD129924,XpressBees,4,In Transit
29925,ORD129925,Delhivery,5,Delivered
29926,ORD129926,Blue Dart,6,Delivered
29927,ORD129927,DTDC,7,Delivered
29928,ORD129928,Ekart,2,Delivered
29929,ORD129929,XpressBees,3,In Transit
29930,ORD129930,Delhivery,4,Delivered
29931,ORD129931,Blue Dart,5,Delivered
29932,ORD129932,DTDC,6,Delivered
29933,ORD129933,Ekart,7,Delivered
29934,ORD129934,XpressBees,2,In Transit
29935,ORD129935,Delhivery,3,Delivered
29936,ORD129936,Blue Dart,4,Delivered
29937,ORD129937,DTDC,5,Delivered
29938,ORD129938,Ekart,6,Delivered
29939,ORD129939,XpressBees,7,In Transit
29940,ORD129940,Delhivery,2,Delivered
29941,ORD129941,Blue Dart,3,Delivered
29942,ORD129942,DTDC,4,Delivered
29943,ORD129943,Ekart,5,Delivered
29944,ORD129944,XpressBees,6,In Transit
29945,ORD129945,Delhivery,7,Delivered
29946,ORD129946,Blue Dart,2,Delivered
29947,ORD129947,DTDC,3,Delivered
29948,ORD129948,Ekart,4,Delivered
29949,ORD129949,XpressBees,5,In Transit
29950,ORD129950,Delhivery,6,Delivered
29951,ORD129951,Blue Dart,7,Delivered
29952,ORD129952,DTDC,2,Delivered
29953,ORD129953,Ekart,3,Delivered
29954,ORD129954,XpressBees,4,In Transit
29955,ORD129955,Delhivery,5,Delivered
29956,ORD129956,Blue Dart,6,Delivered
29957,ORD129957,DTDC,7,Delivered
29958,ORD129958,Ekart,2,Delivered
29959,ORD129959,XpressBees,3,In Transit
29960,ORD129960,Delhivery,4,Delivered
29961,ORD129961,Blue Dart,5,Delivered
29962,ORD129962,DTDC,6,Delivered
29963,ORD129963,Ekart,7,Delivered
29964,ORD129964,XpressBees,2,In Transit
29965,ORD129965,Delhivery,3,Delivered
29966,ORD129966,Blue Dart,4,Delivered
29967,ORD129967,DTDC,5,Delivered
29968,ORD129968,Ekart,6,Delivered
29969,ORD129969,XpressBees,7,In Transit
29970,ORD129970,Delhivery,2,Delivered
29971,ORD129971,Blue Dart,3,Delivered
29972,ORD129972,DTDC,4,Delivered
29973,ORD129973,Ekart,5,Delivered
29974,ORD129974,XpressBees,6,In Transit
29975,ORD129975,Delhivery,7,Delivered
29976,ORD129976,Blue Dart,2,Delivered
29977,ORD129977,DTDC,3,Delivered
29978,ORD129978,Ekart,4,Delivered
29979,ORD129979,XpressBees,5,In Transit
29980,ORD129980,Delhivery,6,Delivered
29981,ORD129981,Blue Dart,7,Delivered
29982,ORD129982,DTDC,2,Delivered
29983,ORD129983,Ekart,3,Delivered
29984,ORD129984,XpressBees,4,In Transit
29985,ORD129985,Delhivery,5,Delivered
29986,ORD129986,Blue Dart,6,Delivered
29987,ORD129987,DTDC,7,Delivered
29988,ORD129988,Ekart,2,Delivered
29989,ORD129989,XpressBees,3,In Transit
29990,ORD129990,Delhivery,4,Delivered
29991,ORD129991,Blue Dart,5,Delivered
29992,ORD129992,DTDC,6,Delivered
29993,ORD129993,Ekart,7,Delivered
29994,ORD129994,XpressBees,2,In Transit
29995,ORD129995,Delhivery,3,Delivered
29996,ORD129996,Blue Dart,4,Delivered
29997,ORD129997,DTDC,5,Delivered
29998,ORD129998,Ekart,6,Delivered
29999,ORD129999,XpressBees,7,In Transit
30000,ORD130000,Delhivery,2,Delivered
30001,ORD130001,Blue Dart,3,Delivered
30002,ORD130002,DTDC,4,Delivered
30003,ORD130003,Ekart,5,Delivered
30004,ORD130004,XpressBees,6,In Transit
30005,ORD130005,Delhivery,7,Delivered
30006,ORD130006,Blue Dart,2,Delivered
30007,ORD130007,DTDC,3,Delivered
30008,ORD130008,Ekart,4,Delivered
30009,ORD130009,XpressBees,5,In Transit
30010,ORD130010,Delhivery,6,Delivered
30011,ORD130011,Blue Dart,7,Delivered
30012,ORD130012,DTDC,2,Delivered
30013,ORD130013,Ekart,3,Delivered
30014,ORD130014,XpressBees,4,In Transit
30015,ORD130015,Delhivery,5,Delivered
30016,ORD130016,Blue Dart,6,Delivered
30017,ORD130017,DTDC,7,Delivered
30018,ORD130018,Ekart,2,Delivered
30019,ORD130019,XpressBees,3,In Transit
30020,ORD130020,Delhivery,4,Delivered
30021,ORD130021,Blue Dart,5,Delivered
30022,ORD130022,DTDC,6,Delivered
30023,ORD130023,Ekart,7,Delivered
30024,ORD130024,XpressBees,2,In Transit
30025,ORD130025,Delhivery,3,Delivered
30026,ORD130026,Blue Dart,4,Delivered
30027,ORD130027,DTDC,5,Delivered
30028,ORD130028,Ekart,6,Delivered
30029,ORD130029,XpressBees,7,In Transit
30030,ORD130030,Delhivery,2,Delivered
30031,ORD130031,Blue Dart,3,Delivered
30032,ORD130032,DTDC,4,Delivered
30033,ORD130033,Ekart,5,Delivered
30034,ORD130034,XpressBees,6,In Transit
30035,ORD130035,Delhivery,7,Delivered
30036,ORD130036,Blue Dart,2,Delivered
30037,ORD130037,DTDC,3,Delivered
30038,ORD130038,Ekart,4,Delivered
30039,ORD130039,XpressBees,5,In Transit
30040,ORD130040,Delhivery,6,Delivered
30041,ORD130041,Blue Dart,7,Delivered
30042,ORD130042,DTDC,2,Delivered
30043,ORD130043,Ekart,3,Delivered
30044,ORD130044,XpressBees,4,In Transit
30045,ORD130045,Delhivery,5,Delivered
30046,ORD130046,Blue Dart,6,Delivered
30047,ORD130047,DTDC,7,Delivered
30048,ORD130048,Ekart,2,Delivered
30049,ORD130049,XpressBees,3,In Transit
30050,ORD130050,Delhivery,4,Delivered
30051,ORD130051,Blue Dart,5,Delivered
30052,ORD130052,DTDC,6,Delivered
30053,ORD130053,Ekart,7,Delivered
30054,ORD130054,XpressBees,2,In Transit
30055,ORD130055,Delhivery,3,Delivered
30056,ORD130056,Blue Dart,4,Delivered
30057,ORD130057,DTDC,5,Delivered
30058,ORD130058,Ekart,6,Delivered
30059,ORD130059,XpressBees,7,In Transit
30060,ORD130060,Delhivery,2,Delivered
30061,ORD130061,Blue Dart,3,Delivered
30062,ORD130062,DTDC,4,Delivered
30063,ORD130063,Ekart,5,Delivered
30064,ORD130064,XpressBees,6,In Transit
30065,ORD130065,Delhivery,7,Delivered
30066,ORD130066,Blue Dart,2,Delivered
30067,ORD130067,DTDC,3,Delivered
30068,ORD130068,Ekart,4,Delivered
30069,ORD130069,XpressBees,5,In Transit
30070,ORD130070,Delhivery,6,Delivered
30071,ORD130071,Blue Dart,7,Delivered
30072,ORD130072,DTDC,2,Delivered
30073,ORD130073,Ekart,3,Delivered
30074,ORD130074,XpressBees,4,In Transit
30075,ORD130075,Delhivery,5,Delivered
30076,ORD130076,Blue Dart,6,Delivered
30077,ORD130077,DTDC,7,Delivered
30078,ORD130078,Ekart,2,Delivered
30079,ORD130079,XpressBees,3,In Transit
30080,ORD130080,Delhivery,4,Delivered
30081,ORD130081,Blue Dart,5,Delivered
30082,ORD130082,DTDC,6,Delivered
30083,ORD130083,Ekart,7,Delivered
30084,ORD130084,XpressBees,2,In Transit
30085,ORD130085,Delhivery,3,Delivered
30086,ORD130086,Blue Dart,4,Delivered
30087,ORD130087,DTDC,5,Delivered
30088,ORD130088,Ekart,6,Delivered
30089,ORD130089,XpressBees,7,In Transit
30090,ORD130090,Delhivery,2,Delivered
30091,ORD130091,Blue Dart,3,Delivered
30092,ORD130092,DTDC,4,Delivered
30093,ORD130093,Ekart,5,Delivered
30094,ORD130094,XpressBees,6,In Transit
30095,ORD130095,Delhivery,7,Delivered
30096,ORD130096,Blue Dart,2,Delivered
30097,ORD130097,DTDC,3,Delivered
30098,ORD130098,Ekart,4,Delivered
30099,ORD130099,XpressBees,5,In Transit
30100,ORD130100,Delhivery,6,Delivered
30101,ORD130101,Blue Dart,7,Delivered
30102,ORD130102,DTDC,2,Delivered
30103,ORD130103,Ekart,3,Delivered
30104,ORD130104,XpressBees,4,In Transit
30105,ORD130105,Delhivery,5,Delivered
30106,ORD130106,Blue Dart,6,Delivered
30107,ORD130107,DTDC,7,Delivered
30108,ORD130108,Ekart,2,Delivered
30109,ORD130109,XpressBees,3,In Transit
30110,ORD130110,Delhivery,4,Delivered
30111,ORD130111,Blue Dart,5,Delivered
30112,ORD130112,DTDC,6,Delivered
30113,ORD130113,Ekart,7,Delivered
30114,ORD130114,XpressBees,2,In Transit
30115,ORD130115,Delhivery,3,Delivered
30116,ORD130116,Blue Dart,4,Delivered
30117,ORD130117,DTDC,5,Delivered
30118,ORD130118,Ekart,6,Delivered
30119,ORD130119,XpressBees,7,In Transit
30120,ORD130120,Delhivery,2,Delivered
30121,ORD130121,Blue Dart,3,Delivered
30122,ORD130122,DTDC,4,Delivered
30123,ORD130123,Ekart,5,Delivered
30124,ORD130124,XpressBees,6,In Transit
30125,ORD130125,Delhivery,7,Delivered
30126,ORD130126,Blue Dart,2,Delivered
30127,ORD130127,DTDC,3,Delivered
30128,ORD130128,Ekart,4,Delivered
30129,ORD130129,XpressBees,5,In Transit
30130,ORD130130,Delhivery,6,Delivered
30131,ORD130131,Blue Dart,7,Delivered
30132,ORD130132,DTDC,2,Delivered
30133,ORD130133,Ekart,3,Delivered
30134,ORD130134,XpressBees,4,In Transit
30135,ORD130135,Delhivery,5,Delivered
30136,ORD130136,Blue Dart,6,Delivered
30137,ORD130137,DTDC,7,Delivered
30138,ORD130138,Ekart,2,Delivered
30139,ORD130139,XpressBees,3,In Transit
30140,ORD130140,Delhivery,4,Delivered
30141,ORD130141,Blue Dart,5,Delivered
30142,ORD130142,DTDC,6,Delivered
30143,ORD130143,Ekart,7,Delivered
30144,ORD130144,XpressBees,2,In Transit
30145,ORD130145,Delhivery,3,Delivered
30146,ORD130146,Blue Dart,4,Delivered
30147,ORD130147,DTDC,5,Delivered
30148,ORD130148,Ekart,6,Delivered
30149,ORD130149,XpressBees,7,In Transit
30150,ORD130150,Delhivery,2,Delivered
30151,ORD130151,Blue Dart,3,Delivered
30152,ORD130152,DTDC,4,Delivered
30153,ORD130153,Ekart,5,Delivered
30154,ORD130154,XpressBees,6,In Transit
30155,ORD130155,Delhivery,7,Delivered
30156,ORD130156,Blue Dart,2,Delivered
30157,ORD130157,DTDC,3,Delivered
30158,ORD130158,Ekart,4,Delivered
30159,ORD130159,XpressBees,5,In Transit
30160,ORD130160,Delhivery,6,Delivered
30161,ORD130161,Blue Dart,7,Delivered
30162,ORD130162,DTDC,2,Delivered
30163,ORD130163,Ekart,3,Delivered
30164,ORD130164,XpressBees,4,In Transit
30165,ORD130165,Delhivery,5,Delivered
30166,ORD130166,Blue Dart,6,Delivered
30167,ORD130167,DTDC,7,Delivered
30168,ORD130168,Ekart,2,Delivered
30169,ORD130169,XpressBees,3,In Transit
30170,ORD130170,Delhivery,4,Delivered
30171,ORD130171,Blue Dart,5,Delivered
30172,ORD130172,DTDC,6,Delivered
30173,ORD130173,Ekart,7,Delivered
30174,ORD130174,XpressBees,2,In Transit
30175,ORD130175,Delhivery,3,Delivered
30176,ORD130176,Blue Dart,4,Delivered
30177,ORD130177,DTDC,5,Delivered
30178,ORD130178,Ekart,6,Delivered
30179,ORD130179,XpressBees,7,In Transit
30180,ORD130180,Delhivery,2,Delivered
30181,ORD130181,Blue Dart,3,Delivered
30182,ORD130182,DTDC,4,Delivered
30183,ORD130183,Ekart,5,Delivered
30184,ORD130184,XpressBees,6,In Transit
30185,ORD130185,Delhivery,7,Delivered
30186,ORD130186,Blue Dart,2,Delivered
30187,ORD130187,DTDC,3,Delivered
30188,ORD130188,Ekart,4,Delivered
30189,ORD130189,XpressBees,5,In Transit
30190,ORD130190,Delhivery,6,Delivered
30191,ORD130191,Blue Dart,7,Delivered
30192,ORD130192,DTDC,2,Delivered
30193,ORD130193,Ekart,3,Delivered
30194,ORD130194,XpressBees,4,In Transit
30195,ORD130195,Delhivery,5,Delivered
30196,ORD130196,Blue Dart,6,Delivered
30197,ORD130197,DTDC,7,Delivered
30198,ORD130198,Ekart,2,Delivered
30199,ORD130199,XpressBees,3,In Transit
30200,ORD130200,Delhivery,4,Delivered
30201,ORD130201,Blue Dart,5,Delivered
30202,ORD130202,DTDC,6,Delivered
30203,ORD130203,Ekart,7,Delivered
30204,ORD130204,XpressBees,2,In Transit
30205,ORD130205,Delhivery,3,Delivered
30206,ORD130206,Blue Dart,4,Delivered
30207,ORD130207,DTDC,5,Delivered
30208,ORD130208,Ekart,6,Delivered
30209,ORD130209,XpressBees,7,In Transit
30210,ORD130210,Delhivery,2,Delivered
30211,ORD130211,Blue Dart,3,Delivered
30212,ORD130212,DTDC,4,Delivered
30213,ORD130213,Ekart,5,Delivered
30214,ORD130214,XpressBees,6,In Transit
30215,ORD130215,Delhivery,7,Delivered
30216,ORD130216,Blue Dart,2,Delivered
30217,ORD130217,DTDC,3,Delivered
30218,ORD130218,Ekart,4,Delivered
30219,ORD130219,XpressBees,5,In Transit
30220,ORD130220,Delhivery,6,Delivered
30221,ORD130221,Blue Dart,7,Delivered
30222,ORD130222,DTDC,2,Delivered
30223,ORD130223,Ekart,3,Delivered
30224,ORD130224,XpressBees,4,In Transit
30225,ORD130225,Delhivery,5,Delivered
30226,ORD130226,Blue Dart,6,Delivered
30227,ORD130227,DTDC,7,Delivered
30228,ORD130228,Ekart,2,Delivered
30229,ORD130229,XpressBees,3,In Transit
30230,ORD130230,Delhivery,4,Delivered
30231,ORD130231,Blue Dart,5,Delivered
30232,ORD130232,DTDC,6,Delivered
30233,ORD130233,Ekart,7,Delivered
30234,ORD130234,XpressBees,2,In Transit
30235,ORD130235,Delhivery,3,Delivered
30236,ORD130236,Blue Dart,4,Delivered
30237,ORD130237,DTDC,5,Delivered
30238,ORD130238,Ekart,6,Delivered
30239,ORD130239,XpressBees,7,In Transit
30240,ORD130240,Delhivery,2,Delivered
30241,ORD130241,Blue Dart,3,Delivered
30242,ORD130242,DTDC,4,Delivered
30243,ORD130243,Ekart,5,Delivered
30244,ORD130244,XpressBees,6,In Transit
30245,ORD130245,Delhivery,7,Delivered
30246,ORD130246,Blue Dart,2,Delivered
30247,ORD130247,DTDC,3,Delivered
30248,ORD130248,Ekart,4,Delivered
30249,ORD130249,XpressBees,5,In Transit
30250,ORD130250,Delhivery,6,Delivered
30251,ORD130251,Blue Dart,7,Delivered
30252,ORD130252,DTDC,2,Delivered
30253,ORD130253,Ekart,3,Delivered
30254,ORD130254,XpressBees,4,In Transit
30255,ORD130255,Delhivery,5,Delivered
30256,ORD130256,Blue Dart,6,Delivered
30257,ORD130257,DTDC,7,Delivered
30258,ORD130258,Ekart,2,Delivered
30259,ORD130259,XpressBees,3,In Transit
30260,ORD130260,Delhivery,4,Delivered
30261,ORD130261,Blue Dart,5,Delivered
30262,ORD130262,DTDC,6,Delivered
30263,ORD130263,Ekart,7,Delivered
30264,ORD130264,XpressBees,2,In Transit
30265,ORD130265,Delhivery,3,Delivered
30266,ORD130266,Blue Dart,4,Delivered
30267,ORD130267,DTDC,5,Delivered
30268,ORD130268,Ekart,6,Delivered
30269,ORD130269,XpressBees,7,In Transit
30270,ORD130270,Delhivery,2,Delivered
30271,ORD130271,Blue Dart,3,Delivered
30272,ORD130272,DTDC,4,Delivered
30273,ORD130273,Ekart,5,Delivered
30274,ORD130274,XpressBees,6,In Transit
30275,ORD130275,Delhivery,7,Delivered
30276,ORD130276,Blue Dart,2,Delivered
30277,ORD130277,DTDC,3,Delivered
30278,ORD130278,Ekart,4,Delivered
30279,ORD130279,XpressBees,5,In Transit
30280,ORD130280,Delhivery,6,Delivered
30281,ORD130281,Blue Dart,7,Delivered
30282,ORD130282,DTDC,2,Delivered
30283,ORD130283,Ekart,3,Delivered
30284,ORD130284,XpressBees,4,In Transit
30285,ORD130285,Delhivery,5,Delivered
30286,ORD130286,Blue Dart,6,Delivered
30287,ORD130287,DTDC,7,Delivered
30288,ORD130288,Ekart,2,Delivered
30289,ORD130289,XpressBees,3,In Transit
30290,ORD130290,Delhivery,4,Delivered
30291,ORD130291,Blue Dart,5,Delivered
30292,ORD130292,DTDC,6,Delivered
30293,ORD130293,Ekart,7,Delivered
30294,ORD130294,XpressBees,2,In Transit
30295,ORD130295,Delhivery,3,Delivered
30296,ORD130296,Blue Dart,4,Delivered
30297,ORD130297,DTDC,5,Delivered
30298,ORD130298,Ekart,6,Delivered
30299,ORD130299,XpressBees,7,In Transit
30300,ORD130300,Delhivery,2,Delivered
30301,ORD130301,Blue Dart,3,Delivered
30302,ORD130302,DTDC,4,Delivered
30303,ORD130303,Ekart,5,Delivered
30304,ORD130304,XpressBees,6,In Transit
30305,ORD130305,Delhivery,7,Delivered
30306,ORD130306,Blue Dart,2,Delivered
30307,ORD130307,DTDC,3,Delivered
30308,ORD130308,Ekart,4,Delivered
30309,ORD130309,XpressBees,5,In Transit
30310,ORD130310,Delhivery,6,Delivered
30311,ORD130311,Blue Dart,7,Delivered
30312,ORD130312,DTDC,2,Delivered
30313,ORD130313,Ekart,3,Delivered
30314,ORD130314,XpressBees,4,In Transit
30315,ORD130315,Delhivery,5,Delivered
30316,ORD130316,Blue Dart,6,Delivered
30317,ORD130317,DTDC,7,Delivered
30318,ORD130318,Ekart,2,Delivered
30319,ORD130319,XpressBees,3,In Transit
30320,ORD130320,Delhivery,4,Delivered
30321,ORD130321,Blue Dart,5,Delivered
30322,ORD130322,DTDC,6,Delivered
30323,ORD130323,Ekart,7,Delivered
30324,ORD130324,XpressBees,2,In Transit
30325,ORD130325,Delhivery,3,Delivered
30326,ORD130326,Blue Dart,4,Delivered
30327,ORD130327,DTDC,5,Delivered
30328,ORD130328,Ekart,6,Delivered
30329,ORD130329,XpressBees,7,In Transit
30330,ORD130330,Delhivery,2,Delivered
30331,ORD130331,Blue Dart,3,Delivered
30332,ORD130332,DTDC,4,Delivered
30333,ORD130333,Ekart,5,Delivered
30334,ORD130334,XpressBees,6,In Transit
30335,ORD130335,Delhivery,7,Delivered
30336,ORD130336,Blue Dart,2,Delivered
30337,ORD130337,DTDC,3,Delivered
30338,ORD130338,Ekart,4,Delivered
30339,ORD130339,XpressBees,5,In Transit
30340,ORD130340,Delhivery,6,Delivered
30341,ORD130341,Blue Dart,7,Delivered
30342,ORD130342,DTDC,2,Delivered
30343,ORD130343,Ekart,3,Delivered
30344,ORD130344,XpressBees,4,In Transit
30345,ORD130345,Delhivery,5,Delivered
30346,ORD130346,Blue Dart,6,Delivered
30347,ORD130347,DTDC,7,Delivered
30348,ORD130348,Ekart,2,Delivered
30349,ORD130349,XpressBees,3,In Transit
30350,ORD130350,Delhivery,4,Delivered
30351,ORD130351,Blue Dart,5,Delivered
30352,ORD130352,DTDC,6,Delivered
30353,ORD130353,Ekart,7,Delivered
30354,ORD130354,XpressBees,2,In Transit
30355,ORD130355,Delhivery,3,Delivered
30356,ORD130356,Blue Dart,4,Delivered
30357,ORD130357,DTDC,5,Delivered
30358,ORD130358,Ekart,6,Delivered
30359,ORD130359,XpressBees,7,In Transit
30360,ORD130360,Delhivery,2,Delivered
30361,ORD130361,Blue Dart,3,Delivered
30362,ORD130362,DTDC,4,Delivered
30363,ORD130363,Ekart,5,Delivered
30364,ORD130364,XpressBees,6,In Transit
30365,ORD130365,Delhivery,7,Delivered
30366,ORD130366,Blue Dart,2,Delivered
30367,ORD130367,DTDC,3,Delivered
30368,ORD130368,Ekart,4,Delivered
30369,ORD130369,XpressBees,5,In Transit
30370,ORD130370,Delhivery,6,Delivered
30371,ORD130371,Blue Dart,7,Delivered
30372,ORD130372,DTDC,2,Delivered
30373,ORD130373,Ekart,3,Delivered
30374,ORD130374,XpressBees,4,In Transit
30375,ORD130375,Delhivery,5,Delivered
30376,ORD130376,Blue Dart,6,Delivered
30377,ORD130377,DTDC,7,Delivered
30378,ORD130378,Ekart,2,Delivered
30379,ORD130379,XpressBees,3,In Transit
