Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Amount
2557,ORD125561,2024-11-04,Size Issue,19897.29
2558,ORD125571,2024-05-05,Customer Changed Mind,23365.81
2559,ORD125581,2024-04-03,Late Delivery,40037.88
2560,ORD125591,2025-10-13,Damaged,59527.49
2561,ORD125601,2025-07-24,Wrong Item,71689.14
2562,ORD125611,2024-12-26,Size Issue,46556.41
2563,ORD125621,2024-05-05,Customer Changed Mind,36909.7
2564,ORD125631,2025-07-24,Late Delivery,5228.96
2565,ORD125641,2024-07-30,Damaged,32106.65
2566,ORD125651,2024-07-24,Wrong Item,75909.42
2567,ORD125661,2024-03-07,Size Issue,6487.51
2568,ORD125671,2024-07-27,Customer Changed Mind,60151.32
2569,ORD125681,2025-05-11,Late Delivery,37051.68
2570,ORD125691,2024-06-14,Damaged,34404.26
2571,ORD125701,2025-01-23,Wrong Item,47301.11
2572,ORD125711,2024-02-12,Size Issue,14008.25
2573,ORD125721,2025-10-20,Customer Changed Mind,16355.99
2574,ORD125731,2024-02-14,Late Delivery,8038.97
2575,ORD125741,2024-03-03,Damaged,79213.82
2576,ORD125751,2024-04-07,Wrong Item,42064.8
2577,ORD125761,2025-10-03,Size Issue,18966.29
2578,ORD125771,2025-05-02,Customer Changed Mind,9282.76
2579,ORD125781,2025-03-24,Late Delivery,5757.47
2580,ORD125791,2025-10-08,Damaged,19738.51
2581,ORD125801,2025-07-11,Wrong Item,81375.71
2582,ORD125811,2025-09-21,Size Issue,53377.93
2583,ORD125821,2025-10-29,Customer Changed Mind,16562.7
2584,ORD125831,2025-02-10,Late Delivery,81395.39
2585,ORD125841,2024-12-11,Damaged,34716.46
2586,ORD125851,2024-03-26,Wrong Item,28285.8
2587,ORD125861,2025-05-06,Size Issue,10513.7
2588,ORD125871,2025-07-15,Customer Changed Mind,8944.88
2589,ORD125881,2024-11-10,Late Delivery,8928.16
2590,ORD125891,2025-03-09,Damaged,5598.18
2591,ORD125901,2024-10-29,Wrong Item,31805.97
2592,ORD125911,2024-04-03,Size Issue,21456.78
2593,ORD125921,2025-12-20,Customer Changed Mind,106617.15
2594,ORD125931,2024-02-18,Late Delivery,68191.53
2595,ORD125941,2025-02-18,Damaged,8608.99
2596,ORD125951,2025-10-02,Wrong Item,50082.99
2597,ORD125961,2024-11-26,Size Issue,42041.14
2598,ORD125971,2025-11-18,Customer Changed Mind,22786.34
2599,ORD125981,2025-05-20,Late Delivery,24335.57
2600,ORD125991,2024-02-22,Damaged,27580.02
2601,ORD126001,2025-07-17,Wrong Item,72499.66
2602,ORD126011,2024-07-06,Size Issue,108348.16
2603,ORD126021,2024-09-23,Customer Changed Mind,7041.64
2604,ORD126031,2025-06-17,Late Delivery,13981
2605,ORD126041,2024-04-28,Damaged,27634.67
2606,ORD126051,2024-08-13,Wrong Item,23909.1
2607,ORD126061,2024-03-24,Size Issue,52532.71
2608,ORD126071,2024-04-04,Customer Changed Mind,48963.7
2609,ORD126081,2025-05-16,Late Delivery,48630.84
2610,ORD126091,2024-11-06,Damaged,1181.84
2611,ORD126101,2024-09-01,Wrong Item,2631.66
2612,ORD126111,2024-07-14,Size Issue,52322.1
2613,ORD126121,2024-05-20,Customer Changed Mind,30953.13
2614,ORD126131,2025-04-04,Late Delivery,22075.1
2615,ORD126141,2025-02-15,Damaged,6280.5
2616,ORD126151,2024-10-13,Wrong Item,40981.7
2617,ORD126161,2025-04-03,Size Issue,34778.83
2618,ORD126171,2025-03-13,Customer Changed Mind,32595.35
2619,ORD126181,2024-10-02,Late Delivery,28509.1
2620,ORD126191,2024-02-14,Damaged,17266.79
2621,ORD126201,2025-08-05,Wrong Item,15794.33
2622,ORD126211,2024-03-27,Size Issue,10702.22
2623,ORD126221,2025-11-11,Customer Changed Mind,24216.77
2624,ORD126231,2024-06-22,Late Delivery,15485.98
2625,ORD126241,2025-10-13,Damaged,30071.09
2626,ORD126251,2025-12-27,Wrong Item,30137.64
2627,ORD126261,2024-12-27,Size Issue,32053.7
2628,ORD126271,2025-05-10,Customer Changed Mind,28966.65
2629,ORD126281,2024-10-29,Late Delivery,32639.54
2630,ORD126291,2025-11-03,Damaged,4709.29
2631,ORD126301,2025-09-30,Wrong Item,14880.27
2632,ORD126311,2025-01-15,Size Issue,9748.49
2633,ORD126321,2025-05-25,Customer Changed Mind,13614.3
2634,ORD126331,2025-03-18,Late Delivery,27071.26
2635,ORD126341,2025-04-08,Damaged,24006.11
2636,ORD126351,2024-05-15,Wrong Item,6273.42
2637,ORD126361,2025-11-28,Size Issue,15305.85
2638,ORD126371,2024-12-30,Customer Changed Mind,51966.36
2639,ORD126381,2025-01-15,Late Delivery,9113.6
2640,ORD126391,2025-09-20,Damaged,42559.89
2641,ORD126401,2025-03-05,Wrong Item,11246.26
2642,ORD126411,2024-10-08,Size Issue,26952.99
2643,ORD126421,2024-04-22,Customer Changed Mind,12881.05
2644,ORD126431,2024-01-25,Late Delivery,16008.71
2645,ORD126441,2025-11-21,Damaged,16488.77
2646,ORD126451,2025-08-19,Wrong Item,3980.46
2647,ORD126461,2025-11-07,Size Issue,70658.38
2648,ORD126471,2025-02-10,Customer Changed Mind,17164.38
2649,ORD126481,2025-01-24,Late Delivery,7931.66
2650,ORD126491,2024-08-23,Damaged,12659.22
2651,ORD126501,2024-06-15,Wrong Item,46211
2652,ORD126511,2024-02-09,Size Issue,11387.74
2653,ORD126521,2024-01-15,Customer Changed Mind,9635.82
2654,ORD126531,2025-06-16,Late Delivery,6652.36
2655,ORD126541,2024-03-14,Damaged,69288.48
2656,ORD126551,2025-11-17,Wrong Item,22492.53
2657,ORD126561,2025-07-03,Size Issue,96234
2658,ORD126571,2024-06-30,Customer Changed Mind,34666.35
2659,ORD126581,2024-09-21,Late Delivery,24153.97
2660,ORD126591,2025-10-28,Damaged,20299.36
2661,ORD126601,2025-04-19,Wrong Item,1599.54
2662,ORD126611,2024-04-09,Size Issue,9303.73
2663,ORD126621,2024-08-08,Customer Changed Mind,23188.17
2664,ORD126631,2025-01-30,Late Delivery,25425.76
2665,ORD126641,2025-01-14,Damaged,38915.22
2666,ORD126651,2025-12-09,Wrong Item,17758.2
2667,ORD126661,2025-04-18,Size Issue,39970.87
2668,ORD126671,2024-02-21,Customer Changed Mind,6262.56
2669,ORD126681,2024-11-26,Late Delivery,12005.23
2670,ORD126691,2026-01-04,Damaged,75465.27
2671,ORD126701,2025-07-09,Wrong Item,88423.77
2672,ORD126711,2024-01-18,Size Issue,36166.98
2673,ORD126721,2024-02-13,Customer Changed Mind,20972.17
2674,ORD126731,2025-03-24,Late Delivery,36969.46
2675,ORD126741,2024-01-21,Damaged,7043.38
2676,ORD126751,2025-05-13,Wrong Item,6329.61
2677,ORD126761,2024-11-20,Size Issue,47717.93
2678,ORD126771,2025-08-24,Customer Changed Mind,23815.62
2679,ORD126781,2025-09-23,Late Delivery,34204.62
2680,ORD126791,2025-03-29,Damaged,64310.16
2681,ORD126801,2024-10-05,Wrong Item,30237.42
2682,ORD126811,2025-08-08,Size Issue,30165.96
2683,ORD126821,2024-06-16,Customer Changed Mind,36006.99
2684,ORD126831,2025-01-24,Late Delivery,30145.2
2685,ORD126841,2025-02-25,Damaged,86228.55
2686,ORD126851,2024-01-29,Wrong Item,73857.35
2687,ORD126861,2025-08-31,Size Issue,8554.73
2688,ORD126871,2024-03-25,Customer Changed Mind,38379.9
2689,ORD126881,2025-09-17,Late Delivery,4794.84
2690,ORD126891,2024-07-30,Damaged,18162.59
2691,ORD126901,2025-03-27,Wrong Item,16923.68
2692,ORD126911,2025-05-08,Size Issue,69677.5
2693,ORD126921,2025-01-20,Customer Changed Mind,55114.95
2694,ORD126931,2025-11-20,Late Delivery,5875.9
2695,ORD126941,2025-06-25,Damaged,40602.14
2696,ORD126951,2024-05-25,Wrong Item,21999.39
2697,ORD126961,2025-04-10,Size Issue,13204.28
2698,ORD126971,2024-06-09,Customer Changed Mind,6382
2699,ORD126981,2025-07-10,Late Delivery,75099.73
2700,ORD126991,2024-11-08,Damaged,55642.68
2701,ORD127001,2024-05-02,Wrong Item,60386.23
2702,ORD127011,2024-08-12,Size Issue,2933.9
2703,ORD127021,2024-04-23,Customer Changed Mind,39794.58
2704,ORD127031,2025-01-22,Late Delivery,76854.83
2705,ORD127041,2024-04-28,Damaged,11054.05
2706,ORD127051,2024-12-30,Wrong Item,8027.65
2707,ORD127061,2025-08-29,Size Issue,58001.11
2708,ORD127071,2025-12-03,Customer Changed Mind,29982.38
2709,ORD127081,2026-01-07,Late Delivery,60838.92
2710,ORD127091,2024-10-19,Damaged,3497.69
2711,ORD127101,2024-08-23,Wrong Item,12872.99
2712,ORD127111,2024-09-24,Size Issue,23871.92
2713,ORD127121,2024-02-13,Customer Changed Mind,40907.32
2714,ORD127131,2025-09-09,Late Delivery,12635.97
2715,ORD127141,2024-03-12,Damaged,104434.2
2716,ORD127151,2024-06-21,Wrong Item,71747.68
2717,ORD127161,2024-08-13,Size Issue,38611.01
2718,ORD127171,2025-11-12,Customer Changed Mind,60771.78
2719,ORD127181,2025-01-31,Late Delivery,14731.52
2720,ORD127191,2025-04-11,Damaged,18633.04
2721,ORD127201,2024-07-07,Wrong Item,9008.52
2722,ORD127211,2025-02-27,Size Issue,9992.72
2723,ORD127221,2024-04-27,Customer Changed Mind,16025.32
2724,ORD127231,2025-04-16,Late Delivery,17506.2
2725,ORD127241,2025-08-26,Damaged,69861.8
2726,ORD127251,2025-12-21,Wrong Item,50872.04
2727,ORD127261,2024-05-01,Size Issue,19097.53
2728,ORD127271,2025-08-10,Customer Changed Mind,12323.15
2729,ORD127281,2024-04-25,Late Delivery,11892.99
2730,ORD127291,2024-03-10,Damaged,31863.11
2731,ORD127301,2025-09-21,Wrong Item,8271.62
2732,ORD127311,2025-01-30,Size Issue,35369.51
2733,ORD127321,2024-05-28,Customer Changed Mind,48225.45
2734,ORD127331,2025-09-11,Late Delivery,30680.49
2735,ORD127341,2024-11-11,Damaged,62786.52
2736,ORD127351,2024-05-25,Wrong Item,9988.01
2737,ORD127361,2024-07-10,Size Issue,6727.3
2738,ORD127371,2025-09-30,Customer Changed Mind,33349.18
2739,ORD127381,2024-03-18,Late Delivery,57526.43
2740,ORD127391,2024-07-13,Damaged,40051.97
2741,ORD127401,2025-03-14,Wrong Item,60484.27
2742,ORD127411,2025-03-29,Size Issue,37725.37
2743,ORD127421,2025-10-11,Customer Changed Mind,87281.57
2744,ORD127431,2025-06-18,Late Delivery,19661.01
2745,ORD127441,2025-08-10,Damaged,20069.14
2746,ORD127451,2024-03-22,Wrong Item,55462.35
2747,ORD127461,2025-06-30,Size Issue,44724.38
2748,ORD127471,2025-10-15,Customer Changed Mind,18299.23
2749,ORD127481,2024-11-10,Late Delivery,31642.56
2750,ORD127491,2024-04-26,Damaged,27091.69
2751,ORD127501,2024-02-24,Wrong Item,11463.8
2752,ORD127511,2025-10-23,Size Issue,54925.5
2753,ORD127521,2025-06-21,Customer Changed Mind,3168.58
2754,ORD127531,2025-04-22,Late Delivery,27612.44
2755,ORD127541,2025-01-08,Damaged,60212.56
2756,ORD127551,2025-03-14,Wrong Item,5592.4
2757,ORD127561,2024-02-16,Size Issue,12458.14
2758,ORD127571,2025-03-07,Customer Changed Mind,36929.16
2759,ORD127581,2024-08-17,Late Delivery,13064.22
2760,ORD127591,2024-08-19,Damaged,14660.78
2761,ORD127601,2024-04-28,Wrong Item,38861.95
2762,ORD127611,2025-11-23,Size Issue,59382.53
2763,ORD127621,2025-01-08,Customer Changed Mind,44216.2
2764,ORD127631,2024-11-04,Late Delivery,1129.09
2765,ORD127641,2024-03-19,Damaged,77554.48
2766,ORD127651,2024-01-09,Wrong Item,17426.46
2767,ORD127661,2024-12-04,Size Issue,7036.57
2768,ORD127671,2025-04-15,Customer Changed Mind,8539
2769,ORD127681,2025-04-17,Late Delivery,23032.64
2770,ORD127691,2025-06-09,Damaged,45669.47
2771,ORD127701,2025-07-28,Wrong Item,76308.06
2772,ORD127711,2025-12-31,Size Issue,14677.55
2773,ORD127721,2024-07-29,Customer Changed Mind,6828.96
2774,ORD127731,2025-12-29,Late Delivery,5124.68
2775,ORD127741,2024-04-22,Damaged,11303.35
2776,ORD127751,2024-10-22,Wrong Item,46695.74
2777,ORD127761,2024-10-18,Size Issue,37238.94
2778,ORD127771,2025-11-04,Customer Changed Mind,13125.36
2779,ORD127781,2025-07-11,Late Delivery,21393.34
2780,ORD127791,2025-06-06,Damaged,33572.97
2781,ORD127801,2025-10-16,Wrong Item,75124.96
2782,ORD127811,2024-11-09,Size Issue,51999.52
2783,ORD127821,2025-08-04,Customer Changed Mind,85939.35
2784,ORD127831,2025-06-12,Late Delivery,17519.32
2785,ORD127841,2024-09-15,Damaged,15406.23
2786,ORD127851,2025-04-27,Wrong Item,52728.63
2787,ORD127861,2025-07-15,Size Issue,28823.92
2788,ORD127871,2025-06-28,Customer Changed Mind,68982.84
2789,ORD127881,2024-10-15,Late Delivery,5177.52
2790,ORD127891,2024-04-21,Damaged,47469.6
2791,ORD127901,2025-07-12,Wrong Item,27261.09
2792,ORD127911,2024-11-27,Size Issue,12030.26
2793,ORD127921,2025-10-09,Customer Changed Mind,12054.17
2794,ORD127931,2024-06-16,Late Delivery,28521.54
2795,ORD127941,2025-06-12,Damaged,7935.43
2796,ORD127951,2025-02-05,Wrong Item,43542.05
2797,ORD127961,2025-08-24,Size Issue,4830.61
2798,ORD127971,2025-02-01,Customer Changed Mind,26239.14
2799,ORD127981,2025-03-01,Late Delivery,13833.94
2800,ORD127991,2025-10-07,Damaged,22939.34
2801,ORD128001,2025-05-25,Wrong Item,13182.16
2802,ORD128011,2025-09-11,Size Issue,4900.26
2803,ORD128021,2025-11-11,Customer Changed Mind,9934.34
2804,ORD128031,2024-10-07,Late Delivery,16162.21
2805,ORD128041,2025-04-07,Damaged,38382.17
2806,ORD128051,2025-07-07,Wrong Item,20128.74
2807,ORD128061,2025-12-08,Size Issue,33086.49
2808,ORD128071,2025-11-20,Customer Changed Mind,54145.87
2809,ORD128081,2025-08-18,Late Delivery,7402.15
2810,ORD128091,2024-09-07,Damaged,15285.06
2811,ORD128101,2024-09-30,Wrong Item,63856.22
2812,ORD128111,2025-01-27,Size Issue,16917.23
2813,ORD128121,2025-04-02,Customer Changed Mind,55315.85
2814,ORD128131,2024-03-19,Late Delivery,6669.57
2815,ORD128141,2024-10-05,Damaged,26877.69
2816,ORD128151,2024-07-10,Wrong Item,25252.18
2817,ORD128161,2025-08-23,Size Issue,16735.83
2818,ORD128171,2025-03-28,Customer Changed Mind,14962.95
2819,ORD128181,2025-07-01,Late Delivery,10983.57
2820,ORD128191,2025-01-01,Damaged,46112.9
2821,ORD128201,2024-09-26,Wrong Item,11785.21
2822,ORD128211,2024-01-18,Size Issue,3658.59
2823,ORD128221,2024-06-16,Customer Changed Mind,39617.48
2824,ORD128231,2025-03-02,Late Delivery,55757.93
2825,ORD128241,2024-02-19,Damaged,24415.89
2826,ORD128251,2025-05-25,Wrong Item,14387.46
2827,ORD128261,2024-11-07,Size Issue,35493.67
2828,ORD128271,2025-04-24,Customer Changed Mind,70953.95
2829,ORD128281,2025-08-20,Late Delivery,6696.76
2830,ORD128291,2024-02-07,Damaged,13764.32
2831,ORD128301,2025-06-16,Wrong Item,40082.4
2832,ORD128311,2025-05-31,Size Issue,29190.74
2833,ORD128321,2024-03-13,Customer Changed Mind,10504.06
2834,ORD128331,2025-04-26,Late Delivery,5381.84
2835,ORD128341,2025-11-26,Damaged,37667.25
2836,ORD128351,2024-02-19,Wrong Item,4239.07
2837,ORD128361,2025-04-02,Size Issue,13231.6
2838,ORD128371,2025-10-11,Customer Changed Mind,108853.92
2839,ORD128381,2024-06-07,Late Delivery,47225.54
2840,ORD128391,2024-04-22,Damaged,93490.73
2841,ORD128401,2024-07-18,Wrong Item,49489.34
2842,ORD128411,2025-06-22,Size Issue,10060.78
2843,ORD128421,2024-07-24,Customer Changed Mind,30879.81
2844,ORD128431,2025-03-16,Late Delivery,24087.56
2845,ORD128441,2024-12-02,Damaged,38077.41
2846,ORD128451,2025-06-11,Wrong Item,2608.28
2847,ORD128461,2025-03-19,Size Issue,20885.71
2848,ORD128471,2024-05-08,Customer Changed Mind,10176.66
2849,ORD128481,2025-04-29,Late Delivery,37366.2
2850,ORD128491,2025-08-24,Damaged,14204.79
2851,ORD128501,2024-09-10,Wrong Item,8508.05
2852,ORD128511,2024-04-19,Size Issue,44739.92
2853,ORD128521,2025-06-03,Customer Changed Mind,45606.16
2854,ORD128531,2024-09-08,Late Delivery,20963.04
2855,ORD128541,2024-03-28,Damaged,5201.68
2856,ORD128551,2024-05-06,Wrong Item,48263.76
2857,ORD128561,2025-12-21,Size Issue,31345.09
2858,ORD128571,2025-11-12,Customer Changed Mind,18017.98
2859,ORD128581,2024-01-18,Late Delivery,21180.58
2860,ORD128591,2024-09-09,Damaged,45572.68
2861,ORD128601,2024-01-20,Wrong Item,28757.41
2862,ORD128611,2024-11-24,Size Issue,6219.97
2863,ORD128621,2025-09-04,Customer Changed Mind,8722.33
2864,ORD128631,2024-09-03,Late Delivery,13346.24
2865,ORD128641,2024-04-08,Damaged,12307.25
2866,ORD128651,2024-10-13,Wrong Item,43998.87
2867,ORD128661,2025-08-27,Size Issue,63936.99
2868,ORD128671,2024-02-08,Customer Changed Mind,43579.56
2869,ORD128681,2025-06-30,Late Delivery,46199.3
2870,ORD128691,2024-02-11,Damaged,41292.96
2871,ORD128701,2025-10-31,Wrong Item,30038.97
2872,ORD128711,2025-11-21,Size Issue,11117.95
2873,ORD128721,2025-01-10,Customer Changed Mind,54107.6
2874,ORD128731,2025-01-11,Late Delivery,30081.04
2875,ORD128741,2025-02-04,Damaged,2573.93
2876,ORD128751,2024-01-22,Wrong Item,7192.76
2877,ORD128761,2024-12-17,Size Issue,1743.64
2878,ORD128771,2025-11-29,Customer Changed Mind,1081.42
2879,ORD128781,2025-05-17,Late Delivery,45279.16
2880,ORD128791,2025-07-02,Damaged,13120.34
2881,ORD128801,2025-10-14,Wrong Item,21484.06
2882,ORD128811,2025-11-03,Size Issue,16430.67
2883,ORD128821,2025-01-22,Customer Changed Mind,72645.03
2884,ORD128831,2024-06-16,Late Delivery,7715.7
2885,ORD128841,2025-09-22,Damaged,50862.32
2886,ORD128851,2025-06-29,Wrong Item,14653.41
2887,ORD128861,2024-07-03,Size Issue,40869.39
2888,ORD128871,2024-10-16,Customer Changed Mind,20167.79
2889,ORD128881,2024-01-18,Late Delivery,1075.9
2890,ORD128891,2024-09-05,Damaged,26721.6
2891,ORD128901,2025-12-11,Wrong Item,32794.12
2892,ORD128911,2025-07-10,Size Issue,14856.07
2893,ORD128921,2025-03-23,Customer Changed Mind,36615.72
2894,ORD128931,2024-11-13,Late Delivery,36940.03
2895,ORD128941,2024-01-27,Damaged,31771.49
2896,ORD128951,2024-07-28,Wrong Item,20610.96
2897,ORD128961,2024-03-23,Size Issue,11303.76
2898,ORD128971,2024-08-22,Customer Changed Mind,14669.52
2899,ORD128981,2025-07-22,Late Delivery,41725.36
2900,ORD128991,2024-07-06,Damaged,46445.75
2901,ORD129001,2025-10-11,Wrong Item,20277.88
2902,ORD129011,2024-12-15,Size Issue,102260.42
2903,ORD129021,2024-03-10,Customer Changed Mind,26822.56
2904,ORD129031,2024-12-07,Late Delivery,8794.2
2905,ORD129041,2026-01-03,Damaged,1222.47
2906,ORD129051,2025-06-03,Wrong Item,15783.1
2907,ORD129061,2025-01-13,Size Issue,12674.32
2908,ORD129071,2025-03-16,Customer Changed Mind,46199.3
2909,ORD129081,2025-04-24,Late Delivery,16032.96
2910,ORD129091,2024-11-15,Damaged,14993.94
2911,ORD129101,2024-12-13,Wrong Item,10719.24
2912,ORD129111,2024-06-02,Size Issue,48379.52
2913,ORD129121,2024-12-29,Customer Changed Mind,35206.14
2914,ORD129131,2024-07-09,Late Delivery,15653.11
2915,ORD129141,2025-01-11,Damaged,9242.2
2916,ORD129151,2025-03-27,Wrong Item,94877.28
2917,ORD129161,2025-12-30,Size Issue,50741.51
2918,ORD129171,2025-07-30,Customer Changed Mind,51966.36
2919,ORD129181,2025-08-21,Late Delivery,29000.56
2920,ORD129191,2025-07-13,Damaged,42395.03
2921,ORD129201,2024-11-05,Wrong Item,53094.97
2922,ORD129211,2024-08-23,Size Issue,30446.31
2923,ORD129221,2024-09-07,Customer Changed Mind,45878.68
2924,ORD129231,2024-08-11,Late Delivery,33033.68
2925,ORD129241,2024-12-16,Damaged,15374.05
2926,ORD129251,2024-01-15,Wrong Item,9225.49
2927,ORD129261,2024-04-01,Size Issue,6027.08
2928,ORD129271,2024-10-23,Customer Changed Mind,59854.59
2929,ORD129281,2025-10-25,Late Delivery,38589.26
2930,ORD129291,2024-06-02,Damaged,65022.76
2931,ORD129301,2024-07-22,Wrong Item,38079.32
2932,ORD129311,2025-01-25,Size Issue,3657.69
2933,ORD129321,2024-09-19,Customer Changed Mind,2455.15
2934,ORD129331,2024-09-07,Late Delivery,76041.92
2935,ORD129341,2024-05-13,Damaged,106399.71
2936,ORD129351,2024-07-01,Wrong Item,43543.05
2937,ORD129361,2024-02-13,Size Issue,35120.36
2938,ORD129371,2025-05-04,Customer Changed Mind,20452.08
2939,ORD129381,2025-01-12,Late Delivery,13674.72
2940,ORD129391,2024-04-18,Damaged,8238.48
2941,ORD129401,2024-08-05,Wrong Item,27915.16
2942,ORD129411,2025-01-20,Size Issue,74819
2943,ORD129421,2025-01-13,Customer Changed Mind,20013.08
2944,ORD129431,2024-12-21,Late Delivery,3541.35
2945,ORD129441,2024-09-15,Damaged,28509.1
2946,ORD129451,2024-02-28,Wrong Item,28325.44
2947,ORD129461,2025-10-14,Size Issue,44671.82
2948,ORD129471,2024-08-08,Customer Changed Mind,12946.83
2949,ORD129481,2025-01-31,Late Delivery,84228.1
2950,ORD129491,2024-06-13,Damaged,55757.93
2951,ORD129501,2025-12-27,Wrong Item,16369.12
2952,ORD129511,2024-11-22,Size Issue,5489.74
2953,ORD129521,2025-11-11,Customer Changed Mind,17307.86
2954,ORD129531,2024-06-22,Late Delivery,30199.45
2955,ORD129541,2025-11-15,Damaged,19151.33
2956,ORD129551,2024-07-08,Wrong Item,95199.74
2957,ORD129561,2024-03-19,Size Issue,32738.24
2958,ORD129571,2024-01-31,Customer Changed Mind,28345.67
2959,ORD129581,2024-07-15,Late Delivery,75414.89
2960,ORD129591,2025-03-12,Damaged,15391.68
2961,ORD129601,2025-08-03,Wrong Item,14669.52
2962,ORD129611,2025-10-25,Size Issue,41475.13
2963,ORD129621,2025-05-02,Customer Changed Mind,7922.57
2964,ORD129631,2024-09-21,Late Delivery,15173.35
2965,ORD129641,2025-05-03,Damaged,18356.32
2966,ORD129651,2025-06-06,Wrong Item,1289.38
2967,ORD129661,2025-12-08,Size Issue,9887.25
2968,ORD129671,2025-06-28,Customer Changed Mind,104434.2
2969,ORD129681,2024-01-28,Late Delivery,29386.33
2970,ORD129691,2025-11-12,Damaged,56485.14
2971,ORD129701,2024-02-13,Wrong Item,38822.44
2972,ORD129711,2025-06-16,Size Issue,67612.46
2973,ORD129721,2025-07-14,Customer Changed Mind,55269.35
2974,ORD129731,2024-09-08,Late Delivery,9274.93
2975,ORD129741,2024-02-28,Damaged,1428.7
2976,ORD129751,2025-05-12,Wrong Item,19872.76
2977,ORD129761,2025-07-02,Size Issue,96234
2978,ORD129771,2025-10-18,Customer Changed Mind,4283.53
2979,ORD129781,2024-08-13,Late Delivery,13117.54
2980,ORD129791,2025-08-20,Damaged,45406.44
2981,ORD129801,2025-10-12,Wrong Item,16621.25
2982,ORD129811,2024-04-30,Size Issue,30885.81
2983,ORD129821,2024-10-18,Customer Changed Mind,43994.68
2984,ORD129831,2025-02-21,Late Delivery,17588.39
2985,ORD129841,2025-02-07,Damaged,10501.35
2986,ORD129851,2025-09-26,Wrong Item,44514.14
2987,ORD129861,2025-12-06,Size Issue,10113.89
2988,ORD129871,2025-04-29,Customer Changed Mind,15521.14
2989,ORD129881,2025-12-19,Late Delivery,38913.12
2990,ORD129891,2025-10-11,Damaged,20452.08
2991,ORD129901,2025-10-20,Wrong Item,687.82
2992,ORD129911,2025-05-31,Size Issue,33365.37
2993,ORD129921,2025-08-26,Customer Changed Mind,19820.21
2994,ORD129931,2024-11-08,Late Delivery,43728.41
2995,ORD129941,2025-02-14,Damaged,21037.3
2996,ORD129951,2025-11-22,Wrong Item,13213.49
2997,ORD129961,2024-12-14,Size Issue,16983.4
2998,ORD129971,2024-02-27,Customer Changed Mind,6337.16
2999,ORD129981,2025-12-21,Late Delivery,7538.67
3000,ORD129991,2025-11-16,Damaged,49872.49
3001,ORD130001,2024-03-02,Wrong Item,8623.43
3002,ORD130011,2024-12-07,Size Issue,28458.75
3003,ORD130021,2025-04-09,Customer Changed Mind,16008.71
3004,ORD130031,2025-02-11,Late Delivery,84586.15
3005,ORD130041,2025-01-30,Damaged,14673.14
3006,ORD130051,2025-05-22,Wrong Item,11387.57
3007,ORD130061,2025-07-18,Size Issue,48585.17
3008,ORD130071,2024-11-12,Customer Changed Mind,36127.28
3009,ORD130081,2025-04-17,Late Delivery,11239.52
3010,ORD130091,2025-02-18,Damaged,11073.67
3011,ORD130101,2025-08-15,Wrong Item,40522.41
3012,ORD130111,2025-11-18,Size Issue,5357.41
3013,ORD130121,2024-03-26,Customer Changed Mind,11305.87
3014,ORD130131,2024-01-11,Late Delivery,2283
3015,ORD130141,2025-04-24,Damaged,5338.77
3016,ORD130151,2024-11-10,Wrong Item,56885.49
3017,ORD130161,2025-10-12,Size Issue,91921.09
3018,ORD130171,2024-08-16,Customer Changed Mind,19071.06
3019,ORD130181,2025-02-12,Late Delivery,10801.46
3020,ORD130191,2025-01-10,Damaged,41121.9
3021,ORD130201,2025-10-08,Wrong Item,60386.23
3022,ORD130211,2025-05-15,Size Issue,2386.59
3023,ORD130221,2025-04-29,Customer Changed Mind,91921.09
3024,ORD130231,2024-07-09,Late Delivery,30604.13
3025,ORD130241,2025-07-17,Damaged,21249.67
3026,ORD130251,2024-05-31,Wrong Item,89570.61
3027,ORD130261,2025-03-23,Size Issue,1066.36
3028,ORD130271,2024-07-14,Customer Changed Mind,43998.87
3029,ORD130281,2024-10-28,Late Delivery,17798.94
3030,ORD130291,2024-11-08,Damaged,34716.46
3031,ORD130301,2025-01-16,Wrong Item,71660.56
3032,ORD130311,2024-09-06,Size Issue,36165.17
3033,ORD130321,2025-01-31,Customer Changed Mind,62606.43
3034,ORD130331,2025-04-24,Late Delivery,62340.61
3035,ORD130341,2024-03-01,Damaged,43970.99
3036,ORD130351,2024-02-02,Wrong Item,20523.14
3037,ORD130361,2025-01-06,Size Issue,31863.11
3038,ORD130371,2026-01-04,Customer Changed Mind,29719.12
3039,ORD130381,2025-06-20,Late Delivery,24535.62
3040,ORD130391,2024-06-07,Damaged,48963.7
3041,ORD130401,2026-01-04,Wrong Item,82116.5
3042,ORD130411,2025-05-03,Size Issue,30145.2
3043,ORD130421,2024-04-22,Customer Changed Mind,20892
3044,ORD130431,2025-04-09,Late Delivery,44799.88
3045,ORD130441,2024-06-09,Damaged,25318.45
3046,ORD130451,2025-10-25,Wrong Item,17733.87
3047,ORD130461,2025-05-28,Size Issue,31877.19
3048,ORD130471,2025-02-21,Customer Changed Mind,3589.53
3049,ORD130481,2024-01-18,Late Delivery,73819.4
3050,ORD130491,2025-06-23,Damaged,45467
3051,ORD130501,2024-09-13,Wrong Item,41683.14
3052,ORD130511,2024-02-28,Size Issue,94284.85
3053,ORD130521,2025-03-03,Customer Changed Mind,15115.27
3054,ORD130531,2025-04-13,Late Delivery,40907.32
3055,ORD130541,2025-03-09,Damaged,36598.47
